name,distance_km,moving_time,elevation_gain,date,average_speed,coordinates
Evening Run,12.1724,70.16666666666667,92.1,2026-02-22T18:38:54Z,2.891,"[(60.15964, 24.90909), (60.15979, 24.90889), (60.15987, 24.90888), (60.16078, 24.90804), (60.16133, 24.90775), (60.16141, 24.90761), (60.16136, 24.90729), (60.16149, 24.90726), (60.16164, 24.90699), (60.16175, 24.90707), (60.1618, 24.90699), (60.1618, 24.90687), (60.16174, 24.90677), (60.16168, 24.90644), (60.16171, 24.90615), (60.16167, 24.90591), (60.16153, 24.9055), (60.16143, 24.90485), (60.16143, 24.90426), (60.16135, 24.90383), (60.16131, 24.90339), (60.16125, 24.90304), (60.16117, 24.9028), (60.16123, 24.90261), (60.16157, 24.90206), (60.16164, 24.90201), (60.16173, 24.90211), (60.16177, 24.90208), (60.16174, 24.90179), (60.16183, 24.90164), (60.16224, 24.90119), (60.16235, 24.90094), (60.16263, 24.90088), (60.1628, 24.9007), (60.16281, 24.90076), (60.16276, 24.90091), (60.16264, 24.90091), (60.16233, 24.89841), (60.16202, 24.89634), (60.16174, 24.89405), (60.1618, 24.89402), (60.16179, 24.8939), (60.16185, 24.89372), (60.16219, 24.89313), (60.16242, 24.8928), (60.16278, 24.89243), (60.16288, 24.89227), (60.163, 24.8922), (60.16354, 24.89225), (60.16367, 24.89208), (60.16383, 24.89165), (60.16394, 24.89051), (60.16402, 24.89026), (60.16401, 24.88953), (60.1641, 24.88923), (60.16409, 24.88881), (60.16414, 24.88831), (60.16412, 24.8882), (60.16402, 24.8881), (60.1637, 24.88752), (60.16387, 24.88716), (60.164, 24.88657), (60.16407, 24.88643), (60.16414, 24.8859), (60.1643, 24.88529), (60.16435, 24.88481), (60.1643, 24.8841), (60.16435, 24.88324), (60.16433, 24.88261), (60.1645, 24.88256), (60.16522, 24.88214), (60.16543, 24.88043), (60.16543, 24.88004), (60.16535, 24.87988), (60.1653, 24.87961), (60.16525, 24.87762), (60.16516, 24.87694), (60.165, 24.87649), (60.16489, 24.8763), (60.16425, 24.87568), (60.16404, 24.87518), (60.16393, 24.87473), (60.1638, 24.87396), (60.16361, 24.87267), (60.16345, 24.8719), (60.16333, 24.87148), (60.16302, 24.86984), (60.16296, 24.86969), (60.16282, 24.86871), (60.16285, 24.86858), (60.16329, 24.86833), (60.16336, 24.8682), (60.16356, 24.86751), (60.16378, 24.86692), (60.16407, 24.86624), (60.16413, 24.86575), (60.16408, 24.86563), (60.16404, 24.86518), (60.16388, 24.86466), (60.16374, 24.86437), (60.16372, 24.86412), (60.16398, 24.86334), (60.164, 24.86308), (60.16412, 24.86286), (60.16418, 24.8625), (60.16428, 24.86233), (60.16453, 24.86164), (60.16472, 24.86115), (60.16493, 24.8608), (60.16513, 24.86025), (60.16526, 24.86006), (60.16553, 24.86), (60.16577, 24.85977), (60.16621, 24.85971), (60.16633, 24.85958), (60.16648, 24.85962), (60.16744, 24.85917), (60.16762, 24.85915), (60.1678, 24.85901), (60.168, 24.85908), (60.1684, 24.8595), (60.1685, 24.85954), (60.16894, 24.85996), (60.16915, 24.86007), (60.16927, 24.86024), (60.16951, 24.86015), (60.16958, 24.86004), (60.16982, 24.86032), (60.17013, 24.86097), (60.17037, 24.86133), (60.17048, 24.86142), (60.17059, 24.86145), (60.17096, 24.86114), (60.17203, 24.86142), (60.1722, 24.86124), (60.17232, 24.86122), (60.17252, 24.86099), (60.173, 24.8606), (60.17349, 24.85984), (60.17384, 24.85862), (60.17424, 24.85641), (60.17431, 24.85626), (60.17432, 24.85605), (60.17443, 24.85564), (60.1746, 24.85529), (60.17464, 24.85503), (60.17472, 24.85484), (60.17496, 24.85444), (60.17524, 24.85381), (60.17541, 24.85361), (60.17578, 24.85339), (60.17597, 24.85336), (60.17655, 24.85335), (60.17688, 24.85348), (60.17704, 24.85348), (60.17711, 24.85339), (60.17757, 24.85341), (60.17765, 24.85331), (60.17776, 24.85328), (60.17819, 24.85276), (60.17843, 24.85269), (60.17853, 24.85276), (60.17868, 24.85299), (60.17881, 24.85352), (60.17882, 24.8537), (60.17893, 24.85406), (60.17909, 24.85449), (60.17917, 24.85458), (60.17933, 24.85492), (60.17979, 24.85555), (60.18003, 24.85563), (60.1802, 24.85557), (60.18042, 24.85527), (60.18055, 24.85502), (60.18065, 24.85433), (60.18067, 24.85379), (60.18058, 24.85259), (60.1806, 24.85225), (60.18054, 24.85159), (60.18055, 24.85087), (60.18155, 24.85066), (60.18165, 24.85085), (60.18166, 24.85127), (60.18172, 24.85162), (60.18194, 24.85249), (60.18202, 24.85353), (60.1822, 24.85434), (60.18234, 24.85461), (60.18265, 24.85483), (60.18307, 24.85546), (60.18369, 24.85615), (60.18408, 24.85668), (60.1847, 24.85812), (60.18481, 24.85872), (60.18483, 24.85915), (60.18506, 24.86124), (60.18528, 24.86243), (60.18593, 24.86415), (60.18615, 24.86484), (60.18645, 24.86551), (60.18658, 24.866), (60.18682, 24.86738), (60.18699, 24.86862), (60.18699, 24.86883), (60.18711, 24.86953), (60.18726, 24.87008), (60.18764, 24.87288), (60.1879, 24.87426), (60.18808, 24.87485), (60.1886, 24.8758), (60.18882, 24.87606), (60.18915, 24.87659), (60.18944, 24.87685), (60.18977, 24.87705), (60.19107, 24.87757), (60.19129, 24.87773), (60.19185, 24.87794), (60.19221, 24.87833), (60.19233, 24.87864), (60.19241, 24.87899), (60.19246, 24.87952), (60.19228, 24.88124), (60.19229, 24.88149), (60.19244, 24.88203), (60.19285, 24.88278), (60.19287, 24.88291), (60.19276, 24.88317), (60.1923, 24.88371), (60.19196, 24.88441), (60.19187, 24.88449), (60.19161, 24.88495), (60.19144, 24.88489), (60.19121, 24.88448), (60.19113, 24.88441), (60.18981, 24.88451), (60.18953, 24.88499), (60.18929, 24.88503), (60.18876, 24.88531), (60.18874, 24.88605), (60.18854, 24.88717), (60.1885, 24.88824), (60.18852, 24.88832), (60.18846, 24.88971), (60.18836, 24.89032), (60.18796, 24.89157), (60.18776, 24.89227), (60.18761, 24.89304), (60.18743, 24.89363), (60.18728, 24.89382), (60.18701, 24.89431), (60.18684, 24.89451), (60.1868, 24.89469), (60.18679, 24.89512), (60.18686, 24.89542), (60.18687, 24.89576), (60.18683, 24.89596), (60.18667, 24.89631), (60.18652, 24.89697), (60.18655, 24.89726), (60.18656, 24.89785), (60.18645, 24.89814), (60.18632, 24.89828), (60.18625, 24.89839), (60.18626, 24.89883), (60.18641, 24.89981), (60.18658, 24.90025), (60.18664, 24.90099), (60.18681, 24.90134), (60.18716, 24.90186), (60.18732, 24.90207), (60.18739, 24.90209), (60.18736, 24.9021), (60.18753, 24.90234), (60.18755, 24.90244), (60.18781, 24.90268), (60.1879, 24.90286), (60.18796, 24.90292), (60.18797, 24.90301), (60.18789, 24.90344), (60.18749, 24.90433), (60.18748, 24.90447), (60.18767, 24.90433), (60.1878, 24.90411), (60.18794, 24.90405), (60.18802, 24.90389), (60.18827, 24.90381), (60.18834, 24.90368), (60.18854, 24.9036), (60.18876, 24.90337), (60.18926, 24.90264), (60.18959, 24.90221), (60.18983, 24.90199), (60.18991, 24.90185), (60.19, 24.90181), (60.19057, 24.901), (60.19074, 24.90101), (60.19089, 24.90091), (60.19117, 24.90045), (60.19127, 24.90043), (60.1913, 24.90051), (60.19127, 24.90148), (60.19129, 24.90168), (60.19123, 24.90273), (60.19124, 24.90386), (60.1912, 24.90409), (60.19121, 24.9044), (60.19117, 24.90482), (60.19115, 24.90621), (60.19109, 24.90665), (60.19101, 24.90689), (60.19103, 24.9072), (60.19111, 24.90768), (60.19109, 24.90846), (60.19114, 24.90851), (60.19118, 24.90873), (60.19115, 24.90926), (60.19123, 24.90943), (60.19119, 24.90968), (60.19111, 24.90981), (60.19103, 24.91037), (60.19112, 24.91057), (60.19113, 24.91095), (60.19111, 24.91123), (60.19119, 24.91127), (60.1911, 24.9117), (60.191, 24.91205), (60.19102, 24.91227), (60.19109, 24.91244), (60.19104, 24.9128), (60.19106, 24.91299), (60.19083, 24.91363), (60.19066, 24.91392), (60.19052, 24.91438), (60.19028, 24.91474), (60.19021, 24.91494), (60.19015, 24.91497), (60.19015, 24.91489), (60.19011, 24.91488), (60.19002, 24.91504), (60.18977, 24.91583), (60.18962, 24.91614), (60.18952, 24.91627), (60.18945, 24.9163), (60.18931, 24.91656), (60.1892, 24.91667), (60.18889, 24.91743), (60.18858, 24.91768), (60.18846, 24.91784), (60.18851, 24.91813), (60.18846, 24.91825), (60.18823, 24.91826), (60.18791, 24.91841), (60.18752, 24.9188), (60.18752, 24.91908)]"
Evening Run,9.1945,50.6,62.0,2026-02-17T19:15:04Z,3.028,"[(60.15965, 24.90896), (60.15967, 24.90918), (60.15985, 24.90886), (60.15992, 24.90889), (60.16002, 24.90877), (60.16042, 24.90839), (60.1605, 24.90835), (60.16065, 24.90817), (60.16119, 24.90782), (60.16126, 24.9077), (60.16133, 24.90772), (60.1614, 24.90765), (60.16143, 24.9075), (60.16135, 24.90713), (60.16124, 24.90707), (60.16113, 24.9072), (60.16103, 24.90712), (60.16086, 24.90667), (60.16084, 24.90655), (60.16093, 24.90644), (60.16096, 24.90627), (60.16112, 24.9062), (60.16116, 24.90614), (60.16117, 24.90604), (60.16095, 24.90525), (60.16101, 24.90487), (60.16095, 24.90485), (60.16088, 24.90468), (60.16084, 24.90434), (60.16078, 24.90417), (60.16079, 24.90395), (60.16075, 24.90373), (60.16074, 24.90339), (60.1608, 24.90324), (60.16111, 24.90308), (60.16133, 24.90255), (60.16146, 24.90241), (60.16149, 24.90233), (60.16158, 24.9023), (60.16174, 24.90201), (60.16185, 24.90193), (60.16187, 24.9018), (60.16212, 24.90147), (60.16235, 24.90106), (60.16277, 24.90062), (60.16278, 24.90053), (60.16287, 24.90056), (60.16289, 24.90069), (60.16286, 24.90097), (60.1627, 24.90096), (60.16266, 24.9009), (60.16254, 24.90017), (60.16233, 24.89835), (60.16202, 24.89631), (60.16195, 24.89554), (60.16182, 24.89488), (60.16184, 24.89474), (60.16178, 24.89431), (60.16166, 24.89362), (60.16165, 24.89327), (60.16158, 24.89289), (60.16158, 24.89267), (60.16154, 24.89261), (60.16155, 24.89249), (60.1615, 24.89216), (60.16144, 24.89209), (60.16145, 24.89216), (60.16127, 24.89224), (60.16121, 24.89219), (60.16111, 24.89203), (60.16111, 24.89194), (60.16104, 24.89198), (60.16083, 24.89235), (60.16068, 24.89231), (60.16032, 24.89243), (60.16013, 24.89238), (60.15997, 24.89248), (60.15946, 24.89261), (60.15934, 24.89251), (60.15921, 24.89255), (60.15915, 24.89253), (60.15912, 24.89247), (60.15882, 24.89245), (60.15873, 24.89259), (60.1585, 24.89269), (60.15846, 24.89262), (60.15839, 24.89203), (60.15828, 24.89168), (60.15806, 24.89113), (60.158, 24.89079), (60.15799, 24.89043), (60.15817, 24.88968), (60.1582, 24.88912), (60.15824, 24.88867), (60.15842, 24.8878), (60.15839, 24.88765), (60.15841, 24.88736), (60.15846, 24.88695), (60.15843, 24.88679), (60.15846, 24.88641), (60.15822, 24.88628), (60.15817, 24.88597), (60.15786, 24.88591), (60.15748, 24.88553), (60.15741, 24.88534), (60.1574, 24.88496), (60.15744, 24.88467), (60.15745, 24.88422), (60.15762, 24.88287), (60.15762, 24.88261), (60.15769, 24.88175), (60.15781, 24.88109), (60.1578, 24.88094), (60.15788, 24.88043), (60.15788, 24.88014), (60.15797, 24.87975), (60.15803, 24.87854), (60.1581, 24.87812), (60.15814, 24.8775), (60.15826, 24.87707), (60.15827, 24.87677), (60.15824, 24.87663), (60.15832, 24.87612), (60.15834, 24.87557), (60.15844, 24.8746), (60.1585, 24.87449), (60.15854, 24.87448), (60.15871, 24.87463), (60.15889, 24.87459), (60.15898, 24.87475), (60.15907, 24.87483), (60.15922, 24.87485), (60.15973, 24.87512), (60.16009, 24.87523), (60.16012, 24.87528), (60.16027, 24.87528), (60.16069, 24.87546), (60.16078, 24.87558), (60.16111, 24.87573), (60.16121, 24.87568), (60.16149, 24.87575), (60.16176, 24.87594), (60.16226, 24.87612), (60.16236, 24.87625), (60.16246, 24.8763), (60.16251, 24.87646), (60.16251, 24.87663), (60.16244, 24.8772), (60.16243, 24.87758), (60.16235, 24.87776), (60.16233, 24.8779), (60.16237, 24.87799), (60.16239, 24.87835), (60.16262, 24.87867), (60.16282, 24.87864), (60.16329, 24.87882), (60.16345, 24.87892), (60.1635, 24.87899), (60.16357, 24.87962), (60.16362, 24.87972), (60.16364, 24.87994), (60.1639, 24.88077), (60.16396, 24.88115), (60.1641, 24.88148), (60.1642, 24.88192), (60.16426, 24.88204), (60.16427, 24.88236), (60.16431, 24.88263), (60.16439, 24.88266), (60.16462, 24.8825), (60.16504, 24.88228), (60.16518, 24.88223), (60.16528, 24.88192), (60.16543, 24.88084), (60.16548, 24.88017), (60.16547, 24.87982), (60.16533, 24.87942), (60.16527, 24.87856), (60.1653, 24.87841), (60.16531, 24.87808), (60.16528, 24.87799), (60.16531, 24.8778), (60.16526, 24.87748), (60.16526, 24.87729), (60.16524, 24.87743), (60.16513, 24.87672), (60.16494, 24.87633), (60.16452, 24.87598), (60.1643, 24.8757), (60.16418, 24.87549), (60.16406, 24.87518), (60.16391, 24.87445), (60.16385, 24.87398), (60.16387, 24.87393), (60.16365, 24.87283), (60.16353, 24.8724), (60.16353, 24.87226), (60.16327, 24.87107), (60.16308, 24.87002), (60.16308, 24.86978), (60.16304, 24.86969), (60.16296, 24.8694), (60.16282, 24.8685), (60.16279, 24.86843), (60.16257, 24.8684), (60.16238, 24.86824), (60.16237, 24.86842), (60.16212, 24.8684), (60.162, 24.8685), (60.16191, 24.86869), (60.16177, 24.86883), (60.16167, 24.86924), (60.16166, 24.86967), (60.16158, 24.87031), (60.16159, 24.8705), (60.16149, 24.87136), (60.16141, 24.87172), (60.16138, 24.87221), (60.16134, 24.87233), (60.16136, 24.87247), (60.16132, 24.87296), (60.16122, 24.87336), (60.16124, 24.87365), (60.16118, 24.87376), (60.16121, 24.87393), (60.16117, 24.87427), (60.16112, 24.87445), (60.1611, 24.87465), (60.16114, 24.87517), (60.1611, 24.87527), (60.16111, 24.87564), (60.16102, 24.87613), (60.161, 24.87655), (60.16084, 24.87714), (60.16073, 24.87794), (60.16069, 24.8784), (60.16062, 24.8786), (60.16064, 24.87911), (60.16061, 24.87917), (60.16058, 24.87969), (60.16055, 24.8798), (60.16045, 24.87992), (60.16048, 24.87997), (60.16046, 24.8801), (60.16051, 24.88023), (60.16048, 24.8804), (60.16033, 24.8808), (60.16033, 24.881), (60.1603, 24.8811), (60.16035, 24.88131), (60.16033, 24.88157), (60.16036, 24.8816), (60.16035, 24.88174), (60.16038, 24.88196), (60.1604, 24.88245), (60.16048, 24.88282), (60.16052, 24.88286), (60.16054, 24.88298), (60.16052, 24.88316), (60.16064, 24.88362), (60.16066, 24.88423), (60.16069, 24.88449), (60.16078, 24.88496), (60.1608, 24.88555), (60.16077, 24.88565), (60.16082, 24.88603), (60.16079, 24.88625), (60.16089, 24.88666), (60.16088, 24.88697), (60.16094, 24.88717), (60.16091, 24.88747), (60.16094, 24.88753), (60.16094, 24.88783), (60.16099, 24.88816), (60.16097, 24.88833), (60.161, 24.8886), (60.16118, 24.88927), (60.16122, 24.88968), (60.16122, 24.89032), (60.16133, 24.89076), (60.16136, 24.89149), (60.16142, 24.89172), (60.16153, 24.89238), (60.16152, 24.8925), (60.16157, 24.89264), (60.16156, 24.89275), (60.16172, 24.8936), (60.16186, 24.89487), (60.16197, 24.89547), (60.16208, 24.89637), (60.1621, 24.89669), (60.16224, 24.89768), (60.16232, 24.89798), (60.16235, 24.8985), (60.16253, 24.8997), (60.16266, 24.90085), (60.1627, 24.90103), (60.16279, 24.90094), (60.16287, 24.9007), (60.16315, 24.90017), (60.16322, 24.89998), (60.16332, 24.89988), (60.16338, 24.89977), (60.16347, 24.89978), (60.16349, 24.89966), (60.16369, 24.8995), (60.1638, 24.89962), (60.16389, 24.89984), (60.16393, 24.9001), (60.16408, 24.90058), (60.16407, 24.90066), (60.16416, 24.90081), (60.16431, 24.90129), (60.16447, 24.90155), (60.16453, 24.90176), (60.16459, 24.90175), (60.16471, 24.90159), (60.16472, 24.90138), (60.16485, 24.90113), (60.16488, 24.90093), (60.16504, 24.90058), (60.1653, 24.90011), (60.1654, 24.90013), (60.16575, 24.8996), (60.16586, 24.89936), (60.16588, 24.89927), (60.16556, 24.89858), (60.16555, 24.89848), (60.16559, 24.89839), (60.16571, 24.8983), (60.16581, 24.8984), (60.16586, 24.89839), (60.16618, 24.89814), (60.16634, 24.8986), (60.16639, 24.89866), (60.16646, 24.89861), (60.16669, 24.89818), (60.16691, 24.89805), (60.167, 24.89809), (60.16705, 24.8982), (60.1671, 24.89855), (60.16715, 24.89932), (60.1672, 24.89955), (60.1673, 24.90099), (60.16734, 24.90121), (60.16733, 24.90133), (60.16736, 24.90138), (60.16736, 24.90175), (60.1674, 24.9018), (60.1675, 24.90241), (60.16747, 24.90246), (60.16746, 24.90307), (60.16748, 24.90326), (60.16735, 24.90407), (60.16732, 24.9044), (60.16734, 24.90447), (60.16724, 24.90557), (60.1672, 24.90666), (60.16699, 24.90812), (60.167, 24.90824), (60.16694, 24.90864), (60.16674, 24.90954), (60.16653, 24.91019), (60.16649, 24.91035), (60.16648, 24.91053), (60.16638, 24.91084), (60.16611, 24.91146), (60.16588, 24.91194), (60.16588, 24.91204), (60.16596, 24.91226), (60.16601, 24.91252), (60.16603, 24.91295), (60.16594, 24.91328), (60.16602, 24.91362), (60.16597, 24.91383), (60.16605, 24.91419), (60.16602, 24.91446), (60.16594, 24.91456), (60.16576, 24.91447), (60.16571, 24.91438), (60.16566, 24.91443), (60.16547, 24.91435), (60.16505, 24.91446), (60.16496, 24.9144), (60.16497, 24.91433), (60.16489, 24.91418), (60.16479, 24.91415), (60.16469, 24.91393), (60.16425, 24.91474), (60.16453, 24.91374), (60.1643, 24.91408), (60.16411, 24.91422), (60.16396, 24.91443), (60.1639, 24.91434), (60.16386, 24.91446), (60.16385, 24.91431), (60.16372, 24.91414), (60.16371, 24.91405), (60.16362, 24.91405)]"
Afternoon Run,24.4587,144.7,145.6,2026-02-07T15:47:43Z,2.817,"[(60.15951, 24.91138), (60.15938, 24.91081), (60.15912, 24.91044), (60.15903, 24.90997), (60.15936, 24.9089), (60.15957, 24.90881), (60.15974, 24.90906), (60.16113, 24.90789), (60.16115, 24.90803), (60.16155, 24.90752), (60.16187, 24.90741), (60.16157, 24.90494), (60.16136, 24.90446), (60.16141, 24.90384), (60.16127, 24.90339), (60.16123, 24.90288), (60.16131, 24.90266), (60.16162, 24.90243), (60.16179, 24.90217), (60.16189, 24.90172), (60.16238, 24.90123), (60.16265, 24.90063), (60.16288, 24.90071), (60.16261, 24.90075), (60.16175, 24.89411), (60.16193, 24.89363), (60.16256, 24.89268), (60.16294, 24.89226), (60.16356, 24.89229), (60.16385, 24.89172), (60.16404, 24.89022), (60.16415, 24.88834), (60.16372, 24.88748), (60.16406, 24.88661), (60.16432, 24.88537), (60.16439, 24.88469), (60.16432, 24.88276), (60.16525, 24.88221), (60.16542, 24.88081), (60.16547, 24.88017), (60.16533, 24.87943), (60.1652, 24.87712), (60.16491, 24.87626), (60.16423, 24.87561), (60.16407, 24.87522), (60.1637, 24.87309), (60.16283, 24.86869), (60.16331, 24.86834), (60.16409, 24.86636), (60.16414, 24.86565), (60.16496, 24.86266), (60.16536, 24.86225), (60.16581, 24.86123), (60.16665, 24.86057), (60.16664, 24.85955), (60.16712, 24.85951), (60.16752, 24.8592), (60.16818, 24.85928), (60.16916, 24.86025), (60.16961, 24.86013), (60.1703, 24.86124), (60.17057, 24.86149), (60.17102, 24.86117), (60.17207, 24.86146), (60.17278, 24.86087), (60.17331, 24.86021), (60.17387, 24.85854), (60.17442, 24.85572), (60.17511, 24.8541), (60.17521, 24.8541), (60.17523, 24.85386), (60.17563, 24.85342), (60.17551, 24.85129), (60.17584, 24.85105), (60.17619, 24.85035), (60.17679, 24.84844), (60.1775, 24.84741), (60.17775, 24.84737), (60.17823, 24.84772), (60.17889, 24.84757), (60.17929, 24.84681), (60.18004, 24.84485), (60.18036, 24.8443), (60.18119, 24.84427), (60.18122, 24.84445), (60.18105, 24.84454), (60.181, 24.84439), (60.17988, 24.83532), (60.17996, 24.83504), (60.18123, 24.83426), (60.18139, 24.83463), (60.18238, 24.83564), (60.18317, 24.8372), (60.18358, 24.83757), (60.18603, 24.83735), (60.18667, 24.83721), (60.18702, 24.83796), (60.1875, 24.83874), (60.18821, 24.83955), (60.18845, 24.84022), (60.18874, 24.84055), (60.18923, 24.84047), (60.18943, 24.84066), (60.18966, 24.8404), (60.19068, 24.8402), (60.1908, 24.83996), (60.19081, 24.83945), (60.19094, 24.83898), (60.19163, 24.83869), (60.19201, 24.83816), (60.19236, 24.83738), (60.19229, 24.83692), (60.19203, 24.83637), (60.19197, 24.83517), (60.19157, 24.83332), (60.19183, 24.8326), (60.19174, 24.83169), (60.1915, 24.83105), (60.19096, 24.8307), (60.19064, 24.83006), (60.19059, 24.82946), (60.19004, 24.82872), (60.18965, 24.82794), (60.18929, 24.82758), (60.18963, 24.8263), (60.18965, 24.82488), (60.18894, 24.8237), (60.18813, 24.82306), (60.18787, 24.82304), (60.18771, 24.82277), (60.18913, 24.81743), (60.18853, 24.8135), (60.18889, 24.8126), (60.18897, 24.81018), (60.18977, 24.80882), (60.19056, 24.80882), (60.19156, 24.80836), (60.19324, 24.80811), (60.19341, 24.80858), (60.19355, 24.81046), (60.19378, 24.81143), (60.19458, 24.81127), (60.19537, 24.81141), (60.19648, 24.81111), (60.19714, 24.81164), (60.19759, 24.81167), (60.19793, 24.81197), (60.19835, 24.81174), (60.19918, 24.81205), (60.19948, 24.81253), (60.19977, 24.81277), (60.19992, 24.81315), (60.20002, 24.8138), (60.2, 24.81486), (60.20034, 24.81619), (60.20068, 24.81692), (60.20063, 24.81736), (60.20076, 24.81874), (60.20082, 24.82175), (60.20054, 24.82223), (60.19999, 24.82211), (60.20005, 24.82203), (60.19984, 24.82306), (60.19989, 24.82374), (60.20026, 24.82424), (60.20044, 24.82413), (60.2009, 24.82442), (60.20133, 24.82407), (60.2015, 24.82412), (60.20162, 24.82392), (60.20182, 24.82409), (60.20195, 24.82443), (60.20242, 24.8244), (60.20275, 24.8254), (60.20299, 24.82693), (60.20281, 24.82804), (60.20288, 24.82884), (60.20304, 24.82906), (60.20321, 24.82906), (60.20326, 24.82869), (60.20373, 24.82776), (60.20431, 24.82746), (60.20624, 24.8274), (60.20783, 24.82667), (60.20799, 24.82751), (60.20787, 24.83012), (60.20779, 24.83027), (60.20774, 24.83112), (60.20779, 24.83197), (60.20723, 24.83395), (60.20731, 24.83563), (60.20697, 24.83729), (60.20669, 24.83939), (60.20635, 24.83989), (60.20593, 24.84091), (60.20525, 24.84177), (60.20406, 24.8462), (60.20409, 24.84722), (60.2046, 24.84798), (60.2047, 24.84847), (60.20383, 24.85274), (60.2033, 24.85246), (60.2031, 24.85209), (60.20289, 24.85201), (60.20223, 24.85266), (60.20198, 24.85346), (60.20157, 24.85436), (60.20099, 24.85665), (60.20062, 24.85731), (60.20046, 24.85789), (60.2001, 24.8586), (60.1999, 24.85942), (60.19919, 24.86075), (60.19915, 24.86196), (60.19833, 24.86526), (60.19766, 24.86665), (60.19751, 24.86719), (60.19632, 24.86898), (60.19511, 24.8703), (60.19452, 24.87063), (60.19428, 24.87102), (60.19407, 24.87187), (60.19343, 24.8721), (60.19328, 24.87228), (60.19308, 24.87285), (60.19285, 24.87283), (60.19264, 24.87244), (60.19246, 24.87235), (60.19176, 24.87301), (60.19104, 24.87431), (60.19038, 24.87357), (60.18981, 24.87329), (60.18892, 24.87338), (60.18786, 24.87397), (60.1881, 24.87491), (60.18891, 24.87622), (60.18906, 24.87616), (60.189, 24.87635), (60.18929, 24.87672), (60.19186, 24.87797), (60.19218, 24.87833), (60.19239, 24.87896), (60.19243, 24.87953), (60.19227, 24.88152), (60.19282, 24.88292), (60.19231, 24.88365), (60.19154, 24.88494), (60.19115, 24.88443), (60.19011, 24.88447), (60.18979, 24.88452), (60.18949, 24.88495), (60.18873, 24.88529), (60.18837, 24.89015), (60.18787, 24.89171), (60.18757, 24.89318), (60.18733, 24.89382), (60.18676, 24.89457), (60.18674, 24.89506), (60.18685, 24.89548), (60.18668, 24.89628), (60.18681, 24.89595), (60.18649, 24.89701), (60.18651, 24.89793), (60.18623, 24.89838), (60.18633, 24.89962), (60.18655, 24.90019), (60.18661, 24.9009), (60.18693, 24.90156), (60.1875, 24.90262), (60.18775, 24.90299), (60.18766, 24.90362), (60.18716, 24.90477), (60.18547, 24.90697), (60.185, 24.90831), (60.18466, 24.90838), (60.18258, 24.91058), (60.18124, 24.91253), (60.1805, 24.91255), (60.18049, 24.91208), (60.18041, 24.91226), (60.18032, 24.91221), (60.18033, 24.91196), (60.18047, 24.91212), (60.18038, 24.91228), (60.18029, 24.91216), (60.18036, 24.91193), (60.18048, 24.91212), (60.18041, 24.91231), (60.1803, 24.91221), (60.18035, 24.91193), (60.18045, 24.91201), (60.18045, 24.91223), (60.18031, 24.91224), (60.18038, 24.91191), (60.18042, 24.91206), (60.18034, 24.91212), (60.18041, 24.91215), (60.18033, 24.91209), (60.18039, 24.91217), (60.18008, 24.91257), (60.17968, 24.91243), (60.17916, 24.91272), (60.17866, 24.91274), (60.17761, 24.91325), (60.17709, 24.91371), (60.17616, 24.91406), (60.17602, 24.91437), (60.17582, 24.91438), (60.1755, 24.91467), (60.17505, 24.9147), (60.17466, 24.915), (60.17352, 24.9146), (60.17255, 24.91509), (60.17191, 24.91582), (60.17147, 24.91604), (60.17104, 24.91597), (60.17092, 24.91566), (60.17073, 24.91555), (60.17001, 24.91449), (60.16879, 24.91473), (60.16809, 24.91457), (60.16773, 24.91488), (60.1675, 24.91459), (60.16732, 24.91482), (60.16667, 24.91496), (60.16645, 24.91489), (60.16618, 24.91444), (60.16553, 24.91432), (60.16441, 24.91457), (60.16449, 24.9147), (60.16408, 24.9148), (60.16363, 24.91446), (60.16345, 24.91393), (60.16304, 24.91391), (60.16279, 24.91428), (60.16254, 24.914), (60.16149, 24.91418), (60.16118, 24.9138), (60.16062, 24.91217), (60.16031, 24.9116)]"
